Year    Age        ASFR
2005     27     0.07265
2005     28     0.08147
2005     29     0.08838
2005     30     0.09294
2005     31     0.09402
2005     32     0.09291
2005     33     0.08857
2005     34     0.08081
2005     35     0.07341
2005     36     0.06205
2005     37     0.05061
2005     38     0.03952
2005     39     0.03039
2005     40     0.02149
2005     41     0.01427
2005     42     0.00865
2005     43     0.00489
2005     44     0.00242
2005     45     0.00112
2005     46     0.00052
2005     47     0.00025
2005     48     0.00013
2005     49     0.00011
2005     50     0.00014
2005     51     0.00010
2005     52     0.00004
2005     53     0.00001
2005     54     0.00000
2005     55+    0.00000
2006     12-    0.00000
2006     13     0.00000
2006     14     0.00002
2006     15     0.00008
2006     16     0.00269
2006     17     0.00544
2006     18     0.00949
2006     19     0.01605
2006     20     0.02149
2006     21     0.02636
2006     22     0.03248
2006     23     0.03929
2006     24     0.04695
2006     25     0.05537
2006     26     0.06444
2006     27     0.07391
2006     28     0.08241
2006     29     0.08847
2006     30     0.09374
2006     31     0.09585
2006     32     0.09432
2006     33     0.09093
2006     34     0.08500
2006     35     0.07586
2006     36     0.06569
2006     37     0.05311
2006     38     0.04137
2006     39     0.03221
2006     40     0.02295
2006     41     0.01505
2006     42     0.00919
2006     43     0.00538
2006     44     0.00272
2006     45     0.00128
2006     46     0.00064
2006     47     0.00026
2006     48     0.00016
2006     49     0.00011
2006     50     0.00012
2006     51     0.00008
2006     52     0.00003
2006     53     0.00001
2006     54     0.00000
2006     55+    0.00000
2007     12-    0.00000
2007     13     0.00000
2007     14     0.00001
2007     15     0.00011
2007     16     0.00264
2007     17     0.00531
2007     18     0.00953
2007     19     0.01565
2007     20     0.02281
2007     21     0.02771
2007     22     0.03344
2007     23     0.03882
2007     24     0.04655
2007     25     0.05528
2007     26     0.06441
2007     27     0.07395
2007     28     0.08182
2007     29     0.08898
2007     30     0.09530
2007     31     0.09680
2007     32     0.09534
2007     33     0.09214
2007     34     0.08614
2007     35     0.07807
2007     36     0.06764
2007     37     0.05501
2007     38     0.04408
2007     39     0.03340
2007     40     0.02455
2007     41     0.01623
2007     42     0.00989
2007     43     0.00564
2007     44     0.00295
2007     45     0.00144
2007     46     0.00074
2007     47     0.00038
2007     48     0.00020
2007     49     0.00017
2007     50     0.00019
2007     51     0.00012
2007     52     0.00004
2007     53     0.00001
2007     54     0.00000
2007     55+    0.00000
2008     12-    0.00000
2008     13     0.00000
2008     14     0.00003
2008     15     0.00012
2008     16     0.00298
2008     17     0.00556
2008     18     0.01010
2008     19     0.01620
2008     20     0.02291
2008     21     0.02941
2008     22     0.03449
2008     23     0.04068
2008     24     0.04823
2008     25     0.05558
2008     26     0.06463
2008     27     0.07471
2008     28     0.08468
2008     29     0.09097
2008     30     0.09604
2008     31     0.09867
2008     32     0.09859
2008     33     0.09381
2008     34     0.08822
2008     35     0.08069
2008     36     0.07147
2008     37     0.05859
2008     38     0.04720
2008     39     0.03575
2008     40     0.02560
2008     41     0.01761
2008     42     0.01080
2008     43     0.00578
2008     44     0.00321
2008     45     0.00166
2008     46     0.00082
2008     47     0.00038
2008     48     0.00023
2008     49     0.00017
2008     50     0.00014
2008     51     0.00008
2008     52     0.00003
2008     53     0.00001
2008     54     0.00000
2008     55+    0.00000
2009     12-    0.00000
2009     13     0.00004
2009     14     0.00002
2009     15     0.00011
2009     16     0.00283
2009     17     0.00541
2009     18     0.00909
2009     19     0.01594
2009     20     0.02218
2009     21     0.02868
2009     22     0.03533
2009     23     0.04093
2009     24     0.04748
2009     25     0.05615
2009     26     0.06450
2009     27     0.07314
2009     28     0.08268
2009     29     0.09040
2009     30     0.09540
2009     31     0.09732
2009     32     0.09785
2009     33     0.09320
2009     34     0.08803
2009     35     0.08165
2009     36     0.07154
2009     37     0.05939
2009     38     0.04745
2009     39     0.03663
2009     40     0.02715
2009     41     0.01810
2009     42     0.01157
2009     43     0.00640
2009     44     0.00348
2009     45     0.00181
2009     46     0.00090
2009     47     0.00049
2009     48     0.00037
2009     49     0.00020
2009     50     0.00020
2009     51     0.00012
2009     52     0.00005
2009     53     0.00001
2009     54     0.00000
2009     55+    0.00000
